chrom	chrom_num	start	end	cumulative_chr	cumulative_start	cumulative_end	cyto	cyto_full
chr6	6	152500000	155500000	chrAll	1215041960	1218041960	chr6_q25	chr6_q25.2
chr6	6	155500000	161000000	chrAll	1218041960	1223541960	chr6_q25	chr6_q25.3
chr6	6	161000000	164500000	chrAll	1223541960	1227041960	chr6_q26	chr6_q26
chr6	6	164500000	171115067	chrAll	1227041960	1233657027	chr6_q27	chr6_q27
chr7	7	0	2800000	chrAll	1233657027	1236457027	chr7_p22	chr7_p22.3
chr7	7	2800000	4500000	chrAll	1236457027	1238157027	chr7_p22	chr7_p22.2
chr7	7	4500000	7300000	chrAll	1238157027	1240957027	chr7_p22	chr7_p22.1
chr7	7	7300000	13800000	chrAll	1240957027	1247457027	chr7_p21	chr7_p21.3
chr7	7	13800000	16500000	chrAll	1247457027	1250157027	chr7_p21	chr7_p21.2
chr7	7	16500000	20900000	chrAll	1250157027	1254557027	chr7_p21	chr7_p21.1
chr7	7	20900000	25500000	chrAll	1254557027	1259157027	chr7_p15	chr7_p15.3
chr7	7	25500000	28000000	chrAll	1259157027	1261657027	chr7_p15	chr7_p15.2
chr7	7	28000000	28800000	chrAll	1261657027	1262457027	chr7_p15	chr7_p15.1
chr7	7	28800000	35000000	chrAll	1262457027	1268657027	chr7_p14	chr7_p14.3
chr7	7	35000000	37200000	chrAll	1268657027	1270857027	chr7_p14	chr7_p14.2
chr7	7	37200000	43300000	chrAll	1270857027	1276957027	chr7_p14	chr7_p14.1
chr7	7	43300000	45400000	chrAll	1276957027	1279057027	chr7_p13	chr7_p13
chr7	7	45400000	49000000	chrAll	1279057027	1282657027	chr7_p12	chr7_p12.3
chr7	7	49000000	50500000	chrAll	1282657027	1284157027	chr7_p12	chr7_p12.2
chr7	7	50500000	54000000	chrAll	1284157027	1287657027	chr7_p12	chr7_p12.1
chr7	7	54000000	58000000	chrAll	1287657027	1291657027	chr7_p11	chr7_p11.2
chr7	7	58000000	59900000	chrAll	1291657027	1293557027	chr7_p11	chr7_p11.1
chr7	7	59900000	61700000	chrAll	1293557027	1295357027	chr7_q11	chr7_q11.1
chr7	7	61700000	67000000	chrAll	1295357027	1300657027	chr7_q11	chr7_q11.21
chr7	7	67000000	72200000	chrAll	1300657027	1305857027	chr7_q11	chr7_q11.22
chr7	7	72200000	77500000	chrAll	1305857027	1311157027	chr7_q11	chr7_q11.23
chr7	7	77500000	86400000	chrAll	1311157027	1320057027	chr7_q21	chr7_q21.11
chr7	7	86400000	88200000	chrAll	1320057027	1321857027	chr7_q21	chr7_q21.12
chr7	7	88200000	91100000	chrAll	1321857027	1324757027	chr7_q21	chr7_q21.13
chr7	7	91100000	92800000	chrAll	1324757027	1326457027	chr7_q21	chr7_q21.2
chr7	7	92800000	98000000	chrAll	1326457027	1331657027	chr7_q21	chr7_q21.3
chr7	7	98000000	103800000	chrAll	1331657027	1337457027	chr7_q22	chr7_q22.1
chr7	7	103800000	104500000	chrAll	1337457027	1338157027	chr7_q22	chr7_q22.2
chr7	7	104500000	107400000	chrAll	1338157027	1341057027	chr7_q22	chr7_q22.3
chr7	7	107400000	114600000	chrAll	1341057027	1348257027	chr7_q31	chr7_q31.1
chr7	7	114600000	117400000	chrAll	1348257027	1351057027	chr7_q31	chr7_q31.2
chr7	7	117400000	121100000	chrAll	1351057027	1354757027	chr7_q31	chr7_q31.31
chr7	7	121100000	123800000	chrAll	1354757027	1357457027	chr7_q31	chr7_q31.32
chr7	7	123800000	127100000	chrAll	1357457027	1360757027	chr7_q31	chr7_q31.33
chr7	7	127100000	129200000	chrAll	1360757027	1362857027	chr7_q32	chr7_q32.1
chr7	7	129200000	130400000	chrAll	1362857027	1364057027	chr7_q32	chr7_q32.2
chr7	7	130400000	132600000	chrAll	1364057027	1366257027	chr7_q32	chr7_q32.3
chr7	7	132600000	138200000	chrAll	1366257027	1371857027	chr7_q33	chr7_q33
chr7	7	138200000	143100000	chrAll	1371857027	1376757027	chr7_q34	chr7_q34
chr7	7	143100000	147900000	chrAll	1376757027	1381557027	chr7_q35	chr7_q35
chr7	7	147900000	152600000	chrAll	1381557027	1386257027	chr7_q36	chr7_q36.1
chr7	7	152600000	155100000	chrAll	1386257027	1388757027	chr7_q36	chr7_q36.2
chr7	7	155100000	159138663	chrAll	1388757027	1392795690	chr7_q36	chr7_q36.3
chr8	8	0	2200000	chrAll	1392795690	1394995690	chr8_p23	chr8_p23.3
chr8	8	2200000	6200000	chrAll	1394995690	1398995690	chr8_p23	chr8_p23.2
chr8	8	6200000	12700000	chrAll	1398995690	1405495690	chr8_p23	chr8_p23.1
chr8	8	12700000	19000000	chrAll	1405495690	1411795690	chr8_p22	chr8_p22
chr8	8	19000000	23300000	chrAll	1411795690	1416095690	chr8_p21	chr8_p21.3
chr8	8	23300000	27400000	chrAll	1416095690	1420195690	chr8_p21	chr8_p21.2
chr8	8	27400000	28800000	chrAll	1420195690	1421595690	chr8_p21	chr8_p21.1
chr8	8	28800000	36500000	chrAll	1421595690	1429295690	chr8_p12	chr8_p12
chr8	8	36500000	38300000	chrAll	1429295690	1431095690	chr8_p11	chr8_p11.23
chr8	8	38300000	39700000	chrAll	1431095690	1432495690	chr8_p11	chr8_p11.22
chr8	8	39700000	43100000	chrAll	1432495690	1435895690	chr8_p11	chr8_p11.21
chr8	8	43100000	45600000	chrAll	1435895690	1438395690	chr8_p11	chr8_p11.1
chr8	8	45600000	48100000	chrAll	1438395690	1440895690	chr8_q11	chr8_q11.1
chr8	8	48100000	52200000	chrAll	1440895690	1444995690	chr8_q11	chr8_q11.21
chr8	8	52200000	52600000	chrAll	1444995690	1445395690	chr8_q11	chr8_q11.22
chr8	8	52600000	55500000	chrAll	1445395690	1448295690	chr8_q11	chr8_q11.23
chr8	8	55500000	61600000	chrAll	1448295690	1454395690	chr8_q12	chr8_q12.1
chr8	8	61600000	62200000	chrAll	1454395690	1454995690	chr8_q12	chr8_q12.2
chr8	8	62200000	66000000	chrAll	1454995690	1458795690	chr8_q12	chr8_q12.3
chr8	8	66000000	68000000	chrAll	1458795690	1460795690	chr8_q13	chr8_q13.1
chr8	8	68000000	70500000	chrAll	1460795690	1463295690	chr8_q13	chr8_q13.2
chr8	8	70500000	73900000	chrAll	1463295690	1466695690	chr8_q13	chr8_q13.3
chr8	8	73900000	78300000	chrAll	1466695690	1471095690	chr8_q21	chr8_q21.11
chr8	8	78300000	80100000	chrAll	1471095690	1472895690	chr8_q21	chr8_q21.12
chr8	8	80100000	84600000	chrAll	1472895690	1477395690	chr8_q21	chr8_q21.13
chr8	8	84600000	86900000	chrAll	1477395690	1479695690	chr8_q21	chr8_q21.2
chr8	8	86900000	93300000	chrAll	1479695690	1486095690	chr8_q21	chr8_q21.3
chr8	8	93300000	99000000	chrAll	1486095690	1491795690	chr8_q22	chr8_q22.1
chr8	8	99000000	101600000	chrAll	1491795690	1494395690	chr8_q22	chr8_q22.2
chr8	8	101600000	106200000	chrAll	1494395690	1498995690	chr8_q22	chr8_q22.3
chr8	8	106200000	110500000	chrAll	1498995690	1503295690	chr8_q23	chr8_q23.1
chr8	8	110500000	112100000	chrAll	1503295690	1504895690	chr8_q23	chr8_q23.2
chr8	8	112100000	117700000	chrAll	1504895690	1510495690	chr8_q23	chr8_q23.3
chr8	8	117700000	119200000	chrAll	1510495690	1511995690	chr8_q24	chr8_q24.11
chr8	8	119200000	122500000	chrAll	1511995690	1515295690	chr8_q24	chr8_q24.12
chr8	8	122500000	127300000	chrAll	1515295690	1520095690	chr8_q24	chr8_q24.13
chr8	8	127300000	131500000	chrAll	1520095690	1524295690	chr8_q24	chr8_q24.21
chr8	8	131500000	136400000	chrAll	1524295690	1529195690	chr8_q24	chr8_q24.22
chr8	8	136400000	139900000	chrAll	1529195690	1532695690	chr8_q24	chr8_q24.23
chr8	8	139900000	146364022	chrAll	1532695690	1539159712	chr8_q24	chr8_q24.3
chr9	9	0	2200000	chrAll	1539159712	1541359712	chr9_p24	chr9_p24.3
chr9	9	2200000	4600000	chrAll	1541359712	1543759712	chr9_p24	chr9_p24.2
chr9	9	4600000	9000000	chrAll	1543759712	1548159712	chr9_p24	chr9_p24.1
chr9	9	9000000	14200000	chrAll	1548159712	1553359712	chr9_p23	chr9_p23
chr9	9	14200000	16600000	chrAll	1553359712	1555759712	chr9_p22	chr9_p22.3
chr9	9	16600000	18500000	chrAll	1555759712	1557659712	chr9_p22	chr9_p22.2
chr9	9	18500000	19900000	chrAll	1557659712	1559059712	chr9_p22	chr9_p22.1
chr9	9	19900000	25600000	chrAll	1559059712	1564759712	chr9_p21	chr9_p21.3
chr9	9	25600000	28000000	chrAll	1564759712	1567159712	chr9_p21	chr9_p21.2
chr9	9	28000000	33200000	chrAll	1567159712	1572359712	chr9_p21	chr9_p21.1
chr9	9	33200000	36300000	chrAll	1572359712	1575459712	chr9_p13	chr9_p13.3
chr9	9	36300000	38400000	chrAll	1575459712	1577559712	chr9_p13	chr9_p13.2
chr9	9	38400000	41000000	chrAll	1577559712	1580159712	chr9_p13	chr9_p13.1
chr9	9	41000000	43600000	chrAll	1580159712	1582759712	chr9_p12	chr9_p12
chr9	9	43600000	47300000	chrAll	1582759712	1586459712	chr9_p11	chr9_p11.2
chr9	9	47300000	49000000	chrAll	1586459712	1588159712	chr9_p11	chr9_p11.1
chr9	9	49000000	50700000	chrAll	1588159712	1589859712	chr9_q11	chr9_q11
chr9	9	50700000	65900000	chrAll	1589859712	1605059712	chr9_q12	chr9_q12
chr9	9	65900000	68700000	chrAll	1605059712	1607859712	chr9_q13	chr9_q13
chr9	9	68700000	72200000	chrAll	1607859712	1611359712	chr9_q21	chr9_q21.11
chr9	9	72200000	74000000	chrAll	1611359712	1613159712	chr9_q21	chr9_q21.12
chr9	9	74000000	79200000	chrAll	1613159712	1618359712	chr9_q21	chr9_q21.13
chr9	9	79200000	81100000	chrAll	1618359712	1620259712	chr9_q21	chr9_q21.2
chr9	9	81100000	84100000	chrAll	1620259712	1623259712	chr9_q21	chr9_q21.31
chr9	9	84100000	86900000	chrAll	1623259712	1626059712	chr9_q21	chr9_q21.32
chr9	9	86900000	90400000	chrAll	1626059712	1629559712	chr9_q21	chr9_q21.33
chr9	9	90400000	91800000	chrAll	1629559712	1630959712	chr9_q22	chr9_q22.1
chr9	9	91800000	93900000	chrAll	1630959712	1633059712	chr9_q22	chr9_q22.2
chr9	9	93900000	96600000	chrAll	1633059712	1635759712	chr9_q22	chr9_q22.31
chr9	9	96600000	99300000	chrAll	1635759712	1638459712	chr9_q22	chr9_q22.32
chr9	9	99300000	102600000	chrAll	1638459712	1641759712	chr9_q22	chr9_q22.33
chr9	9	102600000	108200000	chrAll	1641759712	1647359712	chr9_q31	chr9_q31.1
chr9	9	108200000	111300000	chrAll	1647359712	1650459712	chr9_q31	chr9_q31.2
chr9	9	111300000	114900000	chrAll	1650459712	1654059712	chr9_q31	chr9_q31.3
chr9	9	114900000	117700000	chrAll	1654059712	1656859712	chr9_q32	chr9_q32
chr9	9	117700000	122500000	chrAll	1656859712	1661659712	chr9_q33	chr9_q33.1
chr9	9	122500000	125800000	chrAll	1661659712	1664959712	chr9_q33	chr9_q33.2
chr9	9	125800000	130300000	chrAll	1664959712	1669459712	chr9_q33	chr9_q33.3
chr9	9	130300000	133500000	chrAll	1669459712	1672659712	chr9_q34	chr9_q34.11
chr9	9	133500000	134000000	chrAll	1672659712	1673159712	chr9_q34	chr9_q34.12
chr9	9	134000000	135900000	chrAll	1673159712	1675059712	chr9_q34	chr9_q34.13
chr9	9	135900000	137400000	chrAll	1675059712	1676559712	chr9_q34	chr9_q34.2
chr9	9	137400000	141213431	chrAll	1676559712	1680373143	chr9_q34	chr9_q34.3
chr10	10	0	3000000	chrAll	1680373143	1683373143	chr10_p15	chr10_p15.3
chr10	10	3000000	3800000	chrAll	1683373143	1684173143	chr10_p15	chr10_p15.2
chr10	10	3800000	6600000	chrAll	1684173143	1686973143	chr10_p15	chr10_p15.1
chr10	10	6600000	12200000	chrAll	1686973143	1692573143	chr10_p14	chr10_p14
chr10	10	12200000	17300000	chrAll	1692573143	1697673143	chr10_p13	chr10_p13
chr10	10	17300000	18600000	chrAll	1697673143	1698973143	chr10_p12	chr10_p12.33
chr10	10	18600000	18700000	chrAll	1698973143	1699073143	chr10_p12	chr10_p12.32
chr10	10	18700000	22600000	chrAll	1699073143	1702973143	chr10_p12	chr10_p12.31
chr10	10	22600000	24600000	chrAll	1702973143	1704973143	chr10_p12	chr10_p12.2
chr10	10	24600000	29600000	chrAll	1704973143	1709973143	chr10_p12	chr10_p12.1
chr10	10	29600000	31300000	chrAll	1709973143	1711673143	chr10_p11	chr10_p11.23
chr10	10	31300000	34400000	chrAll	1711673143	1714773143	chr10_p11	chr10_p11.22
chr10	10	34400000	38000000	chrAll	1714773143	1718373143	chr10_p11	chr10_p11.21
chr10	10	38000000	40200000	chrAll	1718373143	1720573143	chr10_p11	chr10_p11.1
chr10	10	40200000	42300000	chrAll	1720573143	1722673143	chr10_q11	chr10_q11.1
chr10	10	42300000	46100000	chrAll	1722673143	1726473143	chr10_q11	chr10_q11.21
chr10	10	46100000	49900000	chrAll	1726473143	1730273143	chr10_q11	chr10_q11.22
chr10	10	49900000	52900000	chrAll	1730273143	1733273143	chr10_q11	chr10_q11.23
chr10	10	52900000	61200000	chrAll	1733273143	1741573143	chr10_q21	chr10_q21.1
chr10	10	61200000	64500000	chrAll	1741573143	1744873143	chr10_q21	chr10_q21.2
chr10	10	64500000	70600000	chrAll	1744873143	1750973143	chr10_q21	chr10_q21.3
chr10	10	70600000	74900000	chrAll	1750973143	1755273143	chr10_q22	chr10_q22.1
chr10	10	74900000	77700000	chrAll	1755273143	1758073143	chr10_q22	chr10_q22.2
chr10	10	77700000	82000000	chrAll	1758073143	1762373143	chr10_q22	chr10_q22.3
chr10	10	82000000	87900000	chrAll	1762373143	1768273143	chr10_q23	chr10_q23.1
chr10	10	87900000	89500000	chrAll	1768273143	1769873143	chr10_q23	chr10_q23.2
chr10	10	89500000	92900000	chrAll	1769873143	1773273143	chr10_q23	chr10_q23.31
chr10	10	92900000	94100000	chrAll	1773273143	1774473143	chr10_q23	chr10_q23.32
chr10	10	94100000	97000000	chrAll	1774473143	1777373143	chr10_q23	chr10_q23.33
chr10	10	97000000	99300000	chrAll	1777373143	1779673143	chr10_q24	chr10_q24.1
chr10	10	99300000	101900000	chrAll	1779673143	1782273143	chr10_q24	chr10_q24.2
chr10	10	101900000	103000000	chrAll	1782273143	1783373143	chr10_q24	chr10_q24.31
chr10	10	103000000	104900000	chrAll	1783373143	1785273143	chr10_q24	chr10_q24.32
chr10	10	104900000	105800000	chrAll	1785273143	1786173143	chr10_q24	chr10_q24.33
chr10	10	105800000	111900000	chrAll	1786173143	1792273143	chr10_q25	chr10_q25.1
chr10	10	111900000	114900000	chrAll	1792273143	1795273143	chr10_q25	chr10_q25.2
chr10	10	114900000	119100000	chrAll	1795273143	1799473143	chr10_q25	chr10_q25.3
chr10	10	119100000	121700000	chrAll	1799473143	1802073143	chr10_q26	chr10_q26.11
chr10	10	121700000	123100000	chrAll	1802073143	1803473143	chr10_q26	chr10_q26.12
chr10	10	123100000	127500000	chrAll	1803473143	1807873143	chr10_q26	chr10_q26.13
chr10	10	127500000	130600000	chrAll	1807873143	1810973143	chr10_q26	chr10_q26.2
chr10	10	130600000	135534747	chrAll	1810973143	1815907890	chr10_q26	chr10_q26.3
chr11	11	0	2800000	chrAll	1815907890	1818707890	chr11_p15	chr11_p15.5
chr11	11	2800000	10700000	chrAll	1818707890	1826607890	chr11_p15	chr11_p15.4
chr11	11	10700000	12700000	chrAll	1826607890	1828607890	chr11_p15	chr11_p15.3
chr11	11	12700000	16200000	chrAll	1828607890	1832107890	chr11_p15	chr11_p15.2
chr11	11	16200000	21700000	chrAll	1832107890	1837607890	chr11_p15	chr11_p15.1
chr11	11	21700000	26100000	chrAll	1837607890	1842007890	chr11_p14	chr11_p14.3
chr11	11	26100000	27200000	chrAll	1842007890	1843107890	chr11_p14	chr11_p14.2
chr11	11	27200000	31000000	chrAll	1843107890	1846907890	chr11_p14	chr11_p14.1
chr11	11	31000000	36400000	chrAll	1846907890	1852307890	chr11_p13	chr11_p13
chr11	11	36400000	43500000	chrAll	1852307890	1859407890	chr11_p12	chr11_p12
chr11	11	43500000	48800000	chrAll	1859407890	1864707890	chr11_p11	chr11_p11.2
chr11	11	48800000	51600000	chrAll	1864707890	1867507890	chr11_p11	chr11_p11.12
chr11	11	51600000	53700000	chrAll	1867507890	1869607890	chr11_p11	chr11_p11.11
chr11	11	53700000	55700000	chrAll	1869607890	1871607890	chr11_q11	chr11_q11
chr11	11	55700000	59900000	chrAll	1871607890	1875807890	chr11_q12	chr11_q12.1
chr11	11	59900000	61700000	chrAll	1875807890	1877607890	chr11_q12	chr11_q12.2
chr11	11	61700000	63400000	chrAll	1877607890	1879307890	chr11_q12	chr11_q12.3
chr11	11	63400000	65900000	chrAll	1879307890	1881807890	chr11_q13	chr11_q13.1
chr11	11	65900000	68400000	chrAll	1881807890	1884307890	chr11_q13	chr11_q13.2
chr11	11	68400000	70400000	chrAll	1884307890	1886307890	chr11_q13	chr11_q13.3
chr11	11	70400000	75200000	chrAll	1886307890	1891107890	chr11_q13	chr11_q13.4
chr11	11	75200000	77100000	chrAll	1891107890	1893007890	chr11_q13	chr11_q13.5
chr11	11	77100000	85600000	chrAll	1893007890	1901507890	chr11_q14	chr11_q14.1
chr11	11	85600000	88300000	chrAll	1901507890	1904207890	chr11_q14	chr11_q14.2
chr11	11	88300000	92800000	chrAll	1904207890	1908707890	chr11_q14	chr11_q14.3
chr11	11	92800000	97200000	chrAll	1908707890	1913107890	chr11_q21	chr11_q21
chr11	11	97200000	102100000	chrAll	1913107890	1918007890	chr11_q22	chr11_q22.1
chr11	11	102100000	102900000	chrAll	1918007890	1918807890	chr11_q22	chr11_q22.2
chr11	11	102900000	110400000	chrAll	1918807890	1926307890	chr11_q22	chr11_q22.3
chr11	11	110400000	112500000	chrAll	1926307890	1928407890	chr11_q23	chr11_q23.1
chr11	11	112500000	114500000	chrAll	1928407890	1930407890	chr11_q23	chr11_q23.2
chr11	11	114500000	121200000	chrAll	1930407890	1937107890	chr11_q23	chr11_q23.3
chr11	11	121200000	123900000	chrAll	1937107890	1939807890	chr11_q24	chr11_q24.1
chr11	11	123900000	127800000	chrAll	1939807890	1943707890	chr11_q24	chr11_q24.2
chr11	11	127800000	130800000	chrAll	1943707890	1946707890	chr11_q24	chr11_q24.3
chr11	11	130800000	135006516	chrAll	1946707890	1950914406	chr11_q25	chr11_q25
chr12	12	0	3300000	chrAll	1950914406	1954214406	chr12_p13	chr12_p13.33
chr12	12	3300000	5400000	chrAll	1954214406	1956314406	chr12_p13	chr12_p13.32
chr12	12	5400000	10100000	chrAll	1956314406	1961014406	chr12_p13	chr12_p13.31
chr12	12	10100000	12800000	chrAll	1961014406	1963714406	chr12_p13	chr12_p13.2
chr12	12	12800000	14800000	chrAll	1963714406	1965714406	chr12_p13	chr12_p13.1
chr12	12	14800000	20000000	chrAll	1965714406	1970914406	chr12_p12	chr12_p12.3
chr12	12	20000000	21300000	chrAll	1970914406	1972214406	chr12_p12	chr12_p12.2
chr12	12	21300000	26500000	chrAll	1972214406	1977414406	chr12_p12	chr12_p12.1
chr12	12	26500000	27800000	chrAll	1977414406	1978714406	chr12_p11	chr12_p11.23
chr12	12	27800000	30700000	chrAll	1978714406	1981614406	chr12_p11	chr12_p11.22
chr12	12	30700000	33300000	chrAll	1981614406	1984214406	chr12_p11	chr12_p11.21
chr12	12	33300000	35800000	chrAll	1984214406	1986714406	chr12_p11	chr12_p11.1
chr12	12	35800000	38200000	chrAll	1986714406	1989114406	chr12_q11	chr12_q11
chr12	12	38200000	46400000	chrAll	1989114406	1997314406	chr12_q12	chr12_q12
chr12	12	46400000	49100000	chrAll	1997314406	2000014406	chr12_q13	chr12_q13.11
chr12	12	49100000	51500000	chrAll	2000014406	2002414406	chr12_q13	chr12_q13.12
chr12	12	51500000	54900000	chrAll	2002414406	2005814406	chr12_q13	chr12_q13.13
chr12	12	54900000	56600000	chrAll	2005814406	2007514406	chr12_q13	chr12_q13.2
chr12	12	56600000	58100000	chrAll	2007514406	2009014406	chr12_q13	chr12_q13.3
chr12	12	58100000	63100000	chrAll	2009014406	2014014406	chr12_q14	chr12_q14.1
chr12	12	63100000	65100000	chrAll	2014014406	2016014406	chr12_q14	chr12_q14.2
chr12	12	65100000	67700000	chrAll	2016014406	2018614406	chr12_q14	chr12_q14.3
chr12	12	67700000	71500000	chrAll	2018614406	2022414406	chr12_q15	chr12_q15
chr12	12	71500000	75700000	chrAll	2022414406	2026614406	chr12_q21	chr12_q21.1
chr12	12	75700000	80300000	chrAll	2026614406	2031214406	chr12_q21	chr12_q21.2
chr12	12	80300000	86700000	chrAll	2031214406	2037614406	chr12_q21	chr12_q21.31
chr12	12	86700000	89000000	chrAll	2037614406	2039914406	chr12_q21	chr12_q21.32
chr12	12	89000000	92600000	chrAll	2039914406	2043514406	chr12_q21	chr12_q21.33
chr12	12	92600000	96200000	chrAll	2043514406	2047114406	chr12_q22	chr12_q22
chr12	12	96200000	101600000	chrAll	2047114406	2052514406	chr12_q23	chr12_q23.1
chr12	12	101600000	103800000	chrAll	2052514406	2054714406	chr12_q23	chr12_q23.2
chr12	12	103800000	109000000	chrAll	2054714406	2059914406	chr12_q23	chr12_q23.3
chr12	12	109000000	111700000	chrAll	2059914406	2062614406	chr12_q24	chr12_q24.11
chr12	12	111700000	112300000	chrAll	2062614406	2063214406	chr12_q24	chr12_q24.12
chr12	12	112300000	114300000	chrAll	2063214406	2065214406	chr12_q24	chr12_q24.13
chr12	12	114300000	116800000	chrAll	2065214406	2067714406	chr12_q24	chr12_q24.21
chr12	12	116800000	118100000	chrAll	2067714406	2069014406	chr12_q24	chr12_q24.22
chr12	12	118100000	120700000	chrAll	2069014406	2071614406	chr12_q24	chr12_q24.23
chr12	12	120700000	125900000	chrAll	2071614406	2076814406	chr12_q24	chr12_q24.31
chr12	12	125900000	129300000	chrAll	2076814406	2080214406	chr12_q24	chr12_q24.32
chr12	12	129300000	133851895	chrAll	2080214406	2084766301	chr12_q24	chr12_q24.33
chr13	13	0	4500000	chrAll	2084766301	2089266301	chr13_p13	chr13_p13
chr13	13	4500000	10000000	chrAll	2089266301	2094766301	chr13_p12	chr13_p12
chr13	13	10000000	16300000	chrAll	2094766301	2101066301	chr13_p11	chr13_p11.2
chr13	13	16300000	17900000	chrAll	2101066301	2102666301	chr13_p11	chr13_p11.1
chr13	13	17900000	19500000	chrAll	2102666301	2104266301	chr13_q11	chr13_q11
chr13	13	19500000	23300000	chrAll	2104266301	2108066301	chr13_q12	chr13_q12.11
chr13	13	23300000	25500000	chrAll	2108066301	2110266301	chr13_q12	chr13_q12.12
chr13	13	25500000	27800000	chrAll	2110266301	2112566301	chr13_q12	chr13_q12.13
chr13	13	27800000	28900000	chrAll	2112566301	2113666301	chr13_q12	chr13_q12.2
chr13	13	28900000	32200000	chrAll	2113666301	2116966301	chr13_q12	chr13_q12.3
chr13	13	32200000	34000000	chrAll	2116966301	2118766301	chr13_q13	chr13_q13.1
chr13	13	34000000	35500000	chrAll	2118766301	2120266301	chr13_q13	chr13_q13.2
chr13	13	35500000	40100000	chrAll	2120266301	2124866301	chr13_q13	chr13_q13.3
chr13	13	40100000	45200000	chrAll	2124866301	2129966301	chr13_q14	chr13_q14.11
chr13	13	45200000	45800000	chrAll	2129966301	2130566301	chr13_q14	chr13_q14.12
chr13	13	45800000	47300000	chrAll	2130566301	2132066301	chr13_q14	chr13_q14.13
chr13	13	47300000	50900000	chrAll	2132066301	2135666301	chr13_q14	chr13_q14.2
chr13	13	50900000	55300000	chrAll	2135666301	2140066301	chr13_q14	chr13_q14.3
chr13	13	55300000	59600000	chrAll	2140066301	2144366301	chr13_q21	chr13_q21.1
chr13	13	59600000	62300000	chrAll	2144366301	2147066301	chr13_q21	chr13_q21.2
chr13	13	62300000	65700000	chrAll	2147066301	2150466301	chr13_q21	chr13_q21.31
chr13	13	65700000	68600000	chrAll	2150466301	2153366301	chr13_q21	chr13_q21.32
chr13	13	68600000	73300000	chrAll	2153366301	2158066301	chr13_q21	chr13_q21.33
chr13	13	73300000	75400000	chrAll	2158066301	2160166301	chr13_q22	chr13_q22.1
chr13	13	75400000	77200000	chrAll	2160166301	2161966301	chr13_q22	chr13_q22.2
chr13	13	77200000	79000000	chrAll	2161966301	2163766301	chr13_q22	chr13_q22.3
chr13	13	79000000	87700000	chrAll	2163766301	2172466301	chr13_q31	chr13_q31.1
chr13	13	87700000	90000000	chrAll	2172466301	2174766301	chr13_q31	chr13_q31.2
chr13	13	90000000	95000000	chrAll	2174766301	2179766301	chr13_q31	chr13_q31.3
chr13	13	95000000	98200000	chrAll	2179766301	2182966301	chr13_q32	chr13_q32.1
chr13	13	98200000	99300000	chrAll	2182966301	2184066301	chr13_q32	chr13_q32.2
chr13	13	99300000	101700000	chrAll	2184066301	2186466301	chr13_q32	chr13_q32.3
chr13	13	101700000	104800000	chrAll	2186466301	2189566301	chr13_q33	chr13_q33.1
chr13	13	104800000	107000000	chrAll	2189566301	2191766301	chr13_q33	chr13_q33.2
chr13	13	107000000	110300000	chrAll	2191766301	2195066301	chr13_q33	chr13_q33.3
chr13	13	110300000	115169878	chrAll	2195066301	2199936179	chr13_q34	chr13_q34
chr14	14	0	3700000	chrAll	2199936179	2203636179	chr14_p13	chr14_p13
chr14	14	3700000	8100000	chrAll	2203636179	2208036179	chr14_p12	chr14_p12
chr14	14	8100000	16100000	chrAll	2208036179	2216036179	chr14_p11	chr14_p11.2
chr14	14	16100000	17600000	chrAll	2216036179	2217536179	chr14_p11	chr14_p11.1
chr14	14	17600000	19100000	chrAll	2217536179	2219036179	chr14_q11	chr14_q11.1
chr14	14	19100000	24600000	chrAll	2219036179	2224536179	chr14_q11	chr14_q11.2
chr14	14	24600000	33300000	chrAll	2224536179	2233236179	chr14_q12	chr14_q12
chr14	14	33300000	35300000	chrAll	2233236179	2235236179	chr14_q13	chr14_q13.1
chr14	14	35300000	36600000	chrAll	2235236179	2236536179	chr14_q13	chr14_q13.2
chr14	14	36600000	37800000	chrAll	2236536179	2237736179	chr14_q13	chr14_q13.3
chr14	14	37800000	43500000	chrAll	2237736179	2243436179	chr14_q21	chr14_q21.1
chr14	14	43500000	47200000	chrAll	2243436179	2247136179	chr14_q21	chr14_q21.2
chr14	14	47200000	50900000	chrAll	2247136179	2250836179	chr14_q21	chr14_q21.3
chr14	14	50900000	54100000	chrAll	2250836179	2254036179	chr14_q22	chr14_q22.1
chr14	14	54100000	55500000	chrAll	2254036179	2255436179	chr14_q22	chr14_q22.2
chr14	14	55500000	58100000	chrAll	2255436179	2258036179	chr14_q22	chr14_q22.3
chr14	14	58100000	62100000	chrAll	2258036179	2262036179	chr14_q23	chr14_q23.1
chr14	14	62100000	64800000	chrAll	2262036179	2264736179	chr14_q23	chr14_q23.2
chr14	14	64800000	67900000	chrAll	2264736179	2267836179	chr14_q23	chr14_q23.3
chr14	14	67900000	70200000	chrAll	2267836179	2270136179	chr14_q24	chr14_q24.1
chr14	14	70200000	73800000	chrAll	2270136179	2273736179	chr14_q24	chr14_q24.2
chr14	14	73800000	79300000	chrAll	2273736179	2279236179	chr14_q24	chr14_q24.3
chr14	14	79300000	83600000	chrAll	2279236179	2283536179	chr14_q31	chr14_q31.1
chr14	14	83600000	84900000	chrAll	2283536179	2284836179	chr14_q31	chr14_q31.2
chr14	14	84900000	89800000	chrAll	2284836179	2289736179	chr14_q31	chr14_q31.3
